Data as of 2025-03-22
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
DJAN,FT Vest US Equity Deep Buffer ETF - January,Equity,"$343,755,000","86,548",$38.19,false,False,false,false,0.36%,-3.68%,-2.28%,6.14%,5.55%,N/A,-$0.005575,$9.620625,$138.65785,$60.3149,$191.246,$298.4116,Volatility Hedged Equity,2021-01-15,0.85%,$0.00,N/A,N/A,0.00%,Annually,1.20%,0.05,0.32,6.48%,9.46%,7.16%,5.44%,First Trust,3,100.00%,100.00%,100.00%,40%,20%,1099,$37.46,$39.45,$38.02,$38.27,41.27,A-,C+,A-,A,B+,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TEQI,T. Rowe Price Equity Income ETF,Equity,"$300,571,000","18,526",$41.85,false,False,false,false,1.10%,-2.24%,3.18%,8.31%,6.60%,N/A,$0.0,$9.764593,$26.595808,$129.146676,$198.058325,$245.003251,Large Cap Value Equities,2020-08-04,0.54%,$0.75,2024-12-23,$0.19,1.80%,Quarterly,1.55%,0.04,0.88,8.22%,14.98%,12.45%,11.69%,"T. Rowe Price Group, Inc.",125,19.62%,28.16%,71.41%,40%,20%,1099,$40.78,$42.87,$41.69,$41.99,49.58,B,C+,A-,A-,B,B-,N/A,6.39,16.71%,46.67%,260.14,15.33%,3.86%
UJUL,Innovator U.S. Equity Ultra Buffer ETF - July,Equity,"$118,370,000","24,092",$33.75,false,False,false,false,0.35%,-4.73%,-2.16%,6.23%,7.29%,8.94%,$0.0,-$1.687,-$6.0915,$30.0165,$50.8205,$40.75375,Volatility Hedged Equity,2018-08-07,0.79%,$0.00,N/A,N/A,0.00%,Annually,1.17%,0.05,0.41,2.12%,13.15%,10.01%,8.50%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$32.97,$35.26,$33.58,$33.84,41.57,B+,B-,B-,A,B,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSPX,Janus Henderson U.S. Sustainable Equity ETF,Equity,"$8,849,800",923,$27.10,false,False,true,false,0.28%,-5.31%,1.74%,1.80%,6.34%,N/A,$0.0,$0.681,$0.681,-$0.02275,-$30.17675,$4.852775,All Cap Equities,2021-09-08,0.55%,$0.10,2024-12-20,$0.03,0.36%,Quarterly,0.84%,27.0,1.16,63.97%,17.90%,15.55%,14.73%,Janus Henderson,42,44.70%,58.18%,99.98%,40%,20%,1099,$26.33,$28.25,$27.10,$27.10,45.95,C,B,N/A,B-,B-,B+,N/A,7.35,96.43%,84.26%,26.17,0.00%,14.73%
SEIX,Virtus Seix Senior Loan ETF,Bond,"$335,877,000","140,036",$23.60,false,False,false,false,0.05%,-0.58%,0.10%,6.49%,6.71%,9.02%,$1.777375,$17.86855,$53.78555,$217.4429,$280.684825,$333.83835,Total Bond Market,2019-04-24,0.57%,$1.85,2025-03-20,$0.13,7.83%,Monthly,0.52%,N/A,0.22,35.24%,2.06%,1.55%,1.28%,Virtus Investment Partners,150,59.94%,62.99%,79.30%,40%,20%,1099,$23.51,$23.77,$23.59,$23.61,46.18,B+,C+,N/A,A-,B+,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WUGI,AXS Esoterica NextG Economy ETF,Equity,"$33,206,700","3,051",$69.25,false,False,false,false,-0.69%,-11.26%,-4.48%,10.70%,10.53%,N/A,$0.0,$0.0,$0.0,-$0.76818,-$4.369446,$21.172707,Large Cap Growth Equities,2020-03-30,0.76%,$0.00,N/A,N/A,0.00%,Annually,5.53%,0.03,1.22,6.91%,36.73%,30.31%,26.70%,AXS Investments,32,65.79%,81.01%,100.01%,40%,20%,1099,$66.07,$74.84,N/A,N/A,43.08,C+,C,N/A,C,C,C,N/A,6.4,47.90%,47.32%,49.9,9.07%,8.48%
WBIF,WBI BullBear Value 3000 ETF,Equity,"$29,986,500","1,554",$28.59,false,False,false,false,-0.17%,-5.34%,0.64%,-5.51%,-2.14%,3.85%,$0.0,$0.0,-$1.495,-$7.4035,-$13.074,-$21.709,Global Equities,2014-08-25,1.52%,$0.33,2024-12-24,$0.03,1.15%,Quarterly,0.62%,0.08,0.48,72.54%,11.35%,11.46%,12.17%,WBI,48,65.40%,75.01%,100.02%,40%,20%,1099,$28.22,$30.15,$28.55,$28.64,39.56,C+,C,C+,A,C+,B-,C+,6.0,6.34%,36.13%,139.17,5.84%,2.29%
TGRW,T. Rowe Price Growth Stock ETF,Equity,"$291,579,000","33,575",$36.88,false,False,false,false,0.38%,-10.64%,-7.33%,6.68%,9.12%,N/A,$0.0,-$2.14311,-$0.894972,$212.146629,$229.099868,$258.0556,Large Cap Growth Equities,2020-08-04,0.52%,$0.00,2023-12-20,$0.00,0.00%,Annually,2.42%,1.95,1.18,111.14%,29.43%,24.03%,21.04%,"T. Rowe Price Group, Inc.",63,64.25%,72.28%,98.69%,40%,20%,1099,$34.94,$40.24,$36.51,$37.06,41.14,B-,B-,N/A,C,C,C,N/A,6.3,17.16%,43.42%,23.05,10.30%,9.90%
FTHI,First Trust BuyWrite Income ETF,Equity,"$1,260,810,000","409,149",$22.17,false,False,false,false,0.50%,-5.65%,-3.32%,7.11%,8.45%,14.69%,$5.52975,$101.07095,$237.4429,$749.5309,"$1,211.700566","$1,182.138788",Large Cap Blend Equities,2014-01-06,0.75%,$2.03,2025-02-21,$0.17,9.17%,Monthly,1.03%,15.71,0.72,21.27%,18.55%,13.98%,12.40%,First Trust,229,32.18%,38.32%,61.10%,40%,20%,1099,$21.48,$23.37,$22.05,$22.25,42.36,A-,C+,B+,A,A-,A,C+,6.27,57.18%,42.64%,167.61,12.93%,8.82%
HSUN,Hartford Strategic Income ETF,Bond,"$117,816,000","15,097",$34.73,false,False,false,false,0.48%,0.17%,2.17%,8.86%,4.44%,N/A,$3.45687,$34.73637,$43.416685,$59.14857,$74.28128,$124.281241,Total Bond Market,2021-09-21,0.49%,$2.26,2025-02-27,$0.16,6.50%,Monthly,1.07%,N/A,0.33,6.08%,3.78%,3.46%,3.23%,The Hartford,539,27.10%,32.10%,48.28%,40%,20%,1099,$34.53,$34.98,N/A,N/A,55.74,C,C+,N/A,B+,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PY,Principal Value ETF,Equity,"$304,442,000","48,749",$48.76,false,False,true,false,0.32%,-5.34%,-1.54%,7.36%,6.64%,22.64%,$0.0,$94.700376,$230.550334,$246.526502,$110.608858,$291.705323,All Cap Equities,2016-03-21,0.15%,$1.10,2024-12-27,$0.26,2.25%,Quarterly,2.56%,12.33,1.15,74.57%,16.57%,13.75%,13.36%,Principal,106,21.42%,27.14%,60.17%,40%,20%,1099,$47.60,$51.28,$48.52,$48.88,43.31,B,A,C+,A-,A-,A-,B,6.88,86.66%,67.47%,88.67,5.21%,5.07%
VFMV,Vanguard U.S. Minimum Volatility ETF,Equity,"$235,988,000","17,905",$124.92,false,False,true,false,0.34%,-2.38%,3.66%,13.96%,9.00%,16.34%,$8.1502,$49.9453,$72.7667,$112.4408,$157.16,$97.8517,All Cap Equities,2018-02-13,0.13%,$1.76,2024-12-23,$0.57,1.41%,Quarterly,6.34%,19.5,0.77,18.41%,12.25%,10.81%,10.63%,Vanguard,177,15.08%,22.51%,62.54%,40%,20%,1099,$123.30,$128.95,$124.59,$125.15,48.1,B-,A,B,A,A,A-,N/A,6.41,35.50%,47.84%,220.02,10.14%,5.08%
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Equity,"$30,335,500","3,348",$66.39,false,False,false,true,-0.07%,-0.32%,4.90%,12.23%,6.19%,12.80%,$0.0,$0.0,$0.0,-$9.39255,-$15.283464,-$34.966949,Emerging Markets Equities,2016-06-14,0.95%,$2.30,2024-12-13,$1.24,3.47%,Quarterly,2.22%,4.56,0.83,76.26%,18.44%,15.67%,14.37%,First Trust,103,34.76%,42.51%,78.02%,40%,20%,1099,$64.05,$67.70,$66.21,$66.51,54.52,C+,C,B+,B,B-,A-,N/A,5.6,8.03%,28.94%,207.58,2.94%,3.90%
GLRY,Inspire Momentum ETF,Equity,"$73,500,000","11,948",$29.12,false,False,false,false,1.09%,-6.74%,-5.65%,-1.19%,5.59%,N/A,$0.0,$0.0,$7.2485,$15.4405,$39.3305,$65.65625,Mid Cap Growth Equities,2020-12-07,0.80%,$0.16,2024-12-16,$0.01,0.54%,Quarterly,1.21%,11.95,0.89,79.70%,22.06%,20.52%,19.42%,Inspire Impact Group LLC,34,36.31%,52.72%,99.98%,40%,20%,1099,$28.00,$30.62,$28.94,$29.22,41.54,B+,C+,N/A,C,B-,B+,N/A,6.73,91.76%,61.03%,60.02,10.20%,6.99%
LEXI,Alexis Practical Tactical ETF,Multi-Asset,"$105,364,000","5,693",$29.41,false,False,false,false,0.46%,-5.76%,-2.40%,5.63%,6.28%,N/A,$0.0,$2.632,$5.3925,$21.6743,$40.4127,$76.11103,Diversified Portfolio,2021-06-30,1.01%,$0.65,2024-12-31,$0.65,2.22%,Annually,1.23%,N/A,0.89,16.62%,16.20%,13.64%,12.43%,Alexis Investment Partners LLC,34,60.94%,82.91%,100.02%,40%,20%,1099,$28.59,$30.83,$29.32,$29.46,42.53,B-,C+,B+,C+,C+,C+,N/A,6.57,58.37%,54.13%,89.53,7.82%,6.64%
FMAG,Fidelity Magellan ETF,Equity,"$201,645,000","79,246",$29.66,false,False,false,false,0.45%,-8.05%,-4.13%,5.20%,10.65%,N/A,-$0.744797,$8.331064,$44.636591,$120.858029,$138.459624,$185.181422,Global Equities,2021-02-02,0.59%,$0.04,2024-12-20,$0.02,0.15%,Quarterly,1.61%,30.98,1.14,52.57%,24.29%,21.69%,19.20%,Fidelity,60,41.08%,50.18%,96.42%,40%,20%,1099,$28.44,$31.59,$29.45,$29.77,42.23,B,B,N/A,B-,B-,C+,N/A,6.62,66.49%,56.12%,69.74,8.02%,7.63%
OVT,Overlay Shares Short Term Bond ETF,Bond,"$63,434,800","38,769",$22.15,false,False,false,false,0.42%,-0.97%,0.90%,5.67%,3.29%,N/A,$0.0,$14.2671,-$0.441,$4.5131,$9.748,$70.353725,Corporate Bonds,2021-01-14,0.80%,$1.35,2024-12-24,$0.30,6.10%,Annually,0.54%,N/A,0.26,6.36%,3.65%,4.10%,4.06%,Liquid Strategies,4,100.00%,100.00%,100.00%,40%,20%,1099,$21.97,$22.40,$22.12,$22.16,48.97,B-,C,N/A,B,B-,A,N/A,6.66,68.32%,57.75%,154.25,9.75%,2.37%
FRTY,Alger Mid Cap 40 ETF,Equity,"$81,360,100","44,808",$16.51,false,False,true,false,1.77%,-15.68%,-11.74%,4.91%,-1.20%,N/A,$0.402775,$2.142875,$19.35835,$50.9838,$57.203038,$88.944913,Mid Cap Growth Equities,2021-02-26,0.60%,$0.02,2024-12-18,$0.02,0.12%,Annually,1.65%,28.41,0.87,147.82%,41.71%,37.13%,32.74%,Alger,42,43.48%,56.08%,99.98%,40%,20%,1099,$15.15,$18.45,$16.24,$16.64,40.47,N/A,C+,N/A,N/A,N/A,N/A,N/A,4.83,0.90%,19.57%,119.92,6.28%,1.22%
PIFI,ClearShares Piton Intermediate Fixed income ETF,Bond,"$100,833,000",843,$93.87,false,False,false,false,0.40%,1.29%,1.97%,4.91%,1.51%,N/A,$0.0,$0.0,$0.0,$405.577058,$371.330868,$509.786928,Corporate Bonds,2020-10-01,0.45%,$2.69,2024-12-30,$1.25,2.86%,Quarterly,1.60%,N/A,0.13,14.52%,2.58%,2.79%,2.79%,ClearShares LLC,74,28.13%,38.31%,82.18%,40%,20%,1099,$93.18,$93.99,$93.82,$93.96,64.39,C,C,N/A,B+,C+,B+,N/A,5.94,18.85%,34.81%,270.1,8.84%,0.98%
UAUG,Innovator U.S. Equity Ultra Buffer ETF - August,Equity,"$150,125,000","57,274",$34.84,false,False,false,false,0.32%,-4.24%,-1.88%,7.07%,6.50%,8.98%,-$1.74666,-$13.213285,-$76.55006,-$117.956858,$54.80846,$51.38007,Volatility Hedged Equity,2019-07-31,0.79%,$0.00,N/A,N/A,0.00%,Annually,1.26%,0.03,0.38,7.87%,12.01%,8.97%,7.81%,Innovator,1,100.00%,100.00%,100.00%,40%,20%,1099,$34.14,$36.21,$34.69,$34.92,41.71,B,C+,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHUS,Stratified LargeCap Hedged ETF,Equity,"$27,586,000",803,$42.15,false,False,true,false,0.52%,-4.63%,0.32%,1.31%,2.89%,N/A,$0.0,$0.0,$0.0,-$3.95475,-$15.51475,-$11.9385,All Cap Equities,2024-09-30,0.95%,$0.11,2024-12-30,$0.11,0.26%,Annually,1.35%,N/A,0.51,42.04%,13.30%,13.34%,12.34%,Exchange Traded Concepts,505,8.20%,11.41%,27.96%,40%,20%,1099,$41.31,$43.91,$42.04,$42.27,44.27,C+,C+,A-,A,B-,C,N/A,6.74,61.90%,61.40%,168.06,9.13%,5.55%
WBIG,WBI BullBear Yield 3000 ETF,Equity,"$36,477,700","2,667",$22.94,false,False,false,false,-0.17%,-4.89%,-3.79%,-7.31%,-4.21%,2.69%,$0.0,$0.0,-$1.206515,-$9.820715,$2.5026,-$29.02571,Global Equities,2014-08-27,1.49%,$0.60,2025-01-30,$0.13,2.58%,Monthly,0.51%,0.05,0.47,66.37%,12.80%,11.02%,10.62%,WBI,39,70.89%,79.85%,100.01%,40%,20%,1099,$22.56,$24.23,$22.91,$22.96,38.03,B-,C,C,A,B-,B+,B-,5.77,0.98%,31.37%,77.11,4.84%,7.50%
DIVZ,Opal Dividend Income ETF,Equity,"$154,169,000","35,361",$33.72,false,False,true,false,0.96%,-0.91%,5.81%,17.48%,7.23%,N/A,$2.016927,$5.377131,$12.069603,$73.463286,$87.564326,$134.857116,All Cap Equities,2021-01-27,0.65%,$1.00,2025-02-27,$0.11,2.94%,Monthly,1.76%,12.01,0.68,46.02%,13.17%,11.84%,11.16%,Truemark Group LLC,33,45.57%,61.50%,100.00%,40%,20%,1099,$33.07,$34.23,$33.59,$33.82,53.23,A-,C+,C,A,B+,A-,N/A,6.3,11.14%,43.60%,427.75,22.16%,1.04%
MBND,SPDR Nuveen Municipal Bond ETF,Bond,"$53,601,900","2,552",$27.41,false,False,false,false,-0.13%,-0.39%,0.10%,2.25%,1.53%,N/A,$0.0,$0.0,$0.0,$5.498028,$17.357663,$26.270512,Government Bonds,2021-02-03,0.40%,$0.76,2025-03-03,$0.07,2.78%,Monthly,0.37%,N/A,0.22,7.44%,3.24%,3.39%,4.00%,State Street,116,21.49%,28.95%,67.22%,40%,20%,1099,$27.36,$27.90,$27.31,$27.47,42.92,C,C,B+,B+,B,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBIL,WBI BullBear Quality 3000 ETF,Equity,"$33,116,300","1,841",$32.04,false,False,false,false,-0.48%,-10.43%,-8.36%,-7.47%,1.87%,5.73%,-$1.6145,-$1.6145,-$1.6145,-$8.6245,-$10.8305,-$34.6825,Global Equities,2014-08-25,1.45%,$0.03,2024-06-27,$0.03,0.08%,Quarterly,1.29%,0.07,0.50,67.64%,13.47%,14.74%,15.01%,WBI,26,83.02%,90.42%,100.01%,40%,20%,1099,$31.10,$35.15,$31.98,$32.10,28.69,C+,C,C+,A,C+,B-,C+,7.06,92.28%,74.95%,9.76,1.80%,0.86%
THY,Toews Agility Shares Dynamic Tactical Income ETF,Bond,"$35,847,500","11,513",$22.07,false,False,false,false,-0.03%,-0.55%,-0.39%,2.88%,1.61%,N/A,-$1.103,-$0.55175,$1.1215,$5.68925,$4.33075,$37.802225,High Yield Bonds,2020-06-25,1.15%,$1.06,2025-03-14,$0.11,4.80%,Annually,0.42%,N/A,0.18,29.14%,3.14%,3.23%,3.31%,Toews Corp.,61,94.96%,95.63%,99.23%,40%,20%,1099,$21.98,$22.30,N/A,N/A,44.17,C+,C,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OBND,SPDR Loomis Sayles Opportunistic Bond ETF,Bond,"$46,524,300","8,626",$25.92,false,False,false,false,0.36%,0.50%,1.90%,6.67%,2.77%,N/A,$0.0,$0.0,-$2.580472,$9.17233,$8.846895,$22.324574,Total Bond Market,2021-09-27,0.55%,$1.67,2025-03-03,$0.14,6.45%,Monthly,0.59%,N/A,0.35,6.06%,3.14%,3.28%,3.51%,State Street,398,36.39%,39.06%,53.24%,40%,20%,1099,$25.78,$26.07,N/A,N/A,57.44,C,C+,N/A,B+,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVSF,Avantis Short-Term Fixed Income ETF,Bond,"$603,395,000","43,216",$46.63,false,False,false,false,0.40%,1.00%,1.77%,5.32%,2.71%,N/A,-$4.64705,$2.33228,$18.48586,$256.342185,$527.846305,$584.302335,Total Bond Market,2020-10-15,0.15%,$2.01,2025-03-03,$0.17,4.32%,Monthly,0.76%,N/A,0.10,7.59%,1.94%,2.19%,2.16%,American Century Investments,585,9.93%,14.05%,32.97%,40%,20%,1099,$46.34,$46.65,$46.59,$46.67,66.0,B-,A-,N/A,A-,B,C+,N/A,6.52,60.40%,51.88%,173.63,6.55%,2.70%
MINO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,Bond,"$279,651,000","46,308",$44.95,false,False,false,false,0.05%,-0.61%,0.32%,2.33%,2.16%,N/A,$10.787,$21.6482,$43.2382,$150.756,$242.2044,$241.7044,High Yield Bonds,2021-09-08,0.39%,$1.72,2025-03-03,$0.13,3.83%,Monthly,0.59%,N/A,0.26,6.04%,4.16%,4.63%,4.86%,Allianz Investment Management LLC,340,15.41%,19.67%,41.96%,40%,20%,1099,$44.79,$45.77,$44.88,$45.10,44.62,B,B+,N/A,A,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EJUL,Innovator Emerging Markets Power Buffer ETF - July,Equity,"$74,274,200","9,492",$25.59,false,False,false,false,-0.14%,-0.51%,3.77%,7.33%,0.90%,3.84%,-$1.921013,-$3.198768,-$8.15996,-$27.308513,$28.839198,$8.08697,Volatility Hedged Equity,2019-07-01,0.89%,$0.00,2019-11-19,$0.33,0.00%,Annually,0.57%,N/A,0.39,29.74%,13.78%,10.63%,9.24%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$24.97,$25.96,$25.53,$25.67,54.06,B,C,N/A,A+,B-,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MGMT,Ballast Small/Mid Cap ETF,Equity,"$152,646,000","10,008",$38.49,false,False,false,false,-0.45%,-7.97%,-7.45%,2.66%,3.10%,N/A,$0.0,$0.98625,$3.09975,$5.75575,$77.8135,$134.07,Mid Cap Blend Equities,2020-12-02,1.10%,$0.21,2024-12-30,$0.21,0.55%,Annually,2.68%,9.9,0.86,52.89%,21.22%,18.27%,19.82%,Inverdale Capital Management LLC,55,37.56%,49.53%,97.31%,40%,20%,1099,$37.29,$41.49,$38.37,$38.61,38.5,B,C,N/A,C+,C,C+,N/A,5.44,15.50%,26.93%,253.59,2.85%,4.12%
IHYF,Invesco High Yield Bond Factor ETF,Bond,"$58,934,300","15,285",$22.61,false,False,false,false,0.51%,0.37%,1.65%,8.76%,4.86%,N/A,$1.56935,$5.85349,$3.8146,$14.68586,$19.67119,$46.78596,High Yield Bonds,2020-12-02,0.39%,$1.63,2025-02-24,$0.14,7.20%,Monthly,0.64%,N/A,0.41,8.71%,4.51%,4.68%,4.22%,Invesco,361,6.98%,10.03%,27.50%,40%,20%,1099,$22.46,$22.75,$22.58,$22.68,54.49,C,B+,N/A,B+,B+,A,N/A,5.54,59.14%,28.27%,254.66,5.39%,2.47%
NAPR,Innovator Growth-100 Power Buffer ETF - April,Equity,"$169,822,000","14,128",$48.75,false,False,false,false,-0.24%,-6.14%,-3.26%,7.43%,8.26%,N/A,$2.629185,-$8.39178,-$14.8,-$55.407973,$94.774693,$128.908359,Volatility Hedged Equity,2020-04-01,0.79%,$0.00,N/A,N/A,0.00%,Annually,2.07%,0.03,0.51,8.66%,19.76%,14.02%,11.22%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$47.40,$51.75,$48.38,$48.94,41.3,C+,B-,N/A,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UMAY,Innovator U.S. Equity Ultra Buffer ETF - May,Equity,"$45,406,300","4,811",$33.64,false,False,false,false,0.56%,-1.90%,0.05%,11.32%,5.59%,N/A,-$1.68032,-$3.37469,-$5.081605,-$13.17668,-$9.27126,$28.397432,Volatility Hedged Equity,2020-05-01,0.79%,$0.00,N/A,N/A,0.00%,Annually,1.22%,0.03,0.38,3.73%,11.16%,7.69%,6.30%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$32.97,$34.32,$33.46,$33.72,48.15,C,C+,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MTGP,WisdomTree Mortgage Plus Bond Fund,Bond,"$57,120,700","10,220",$43.89,false,False,false,false,0.32%,1.35%,2.20%,5.44%,0.07%,0.32%,$0.0,-$4.3971,-$0.0907,$8.41513,$20.5832,$35.990188,Mortgage Backed Securities,2019-11-14,0.45%,$1.79,2025-02-25,$0.12,4.08%,Monthly,0.99%,N/A,0.14,76.08%,4.36%,5.18%,5.55%,"WisdomTree, Inc.",160,38.89%,47.22%,75.20%,40%,20%,1099,$43.61,$44.07,$43.85,$43.98,58.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAYC,Rayliant Quantamental China Equity ETF,Equity,"$18,588,600","5,013",$14.38,false,False,false,false,-3.21%,-1.01%,1.86%,10.01%,-11.13%,N/A,-$0.004749,$0.005679,-$1.4353,-$21.504792,$8.329836,$62.689509,China Equities,2020-12-31,0.80%,$0.58,2024-12-30,$0.58,3.96%,Annually,0.97%,12.0,0.20,54.31%,18.75%,17.97%,25.86%,Rayliant,91,35.74%,44.60%,81.96%,40%,20%,1099,$13.97,$14.89,$14.38,$14.38,49.96,B,B-,N/A,C+,C,C,N/A,5.01,60.68%,21.48%,343.91,4.86%,1.91%
FYLD,Cambria Foreign Shareholder Yield ETF,Equity,"$329,112,000","68,616",$27.25,false,False,true,false,1.07%,2.94%,8.16%,5.52%,5.49%,20.06%,$2.68752,$2.68752,-$13.634965,$56.79211,$242.97862,$282.08812,Global Equities,2013-12-03,0.59%,$1.16,2025-03-20,$0.02,4.28%,Quarterly,0.64%,5.0,0.93,110.30%,14.97%,13.57%,13.29%,Cambria Investment Management LP,103,13.88%,19.88%,56.81%,40%,20%,1099,$25.71,$27.69,$27.19,$27.31,60.22,A-,B,C,B+,A-,A,A-,6.9,20.94%,68.07%,291.69,3.08%,3.26%
UTES,Virtus Reaves Utilities ETF,Equity,"$397,788,000","123,439",$65.45,false,False,false,false,1.13%,-6.75%,3.07%,40.84%,14.44%,19.35%,$0.0,-$5.44165,$105.47005,$312.24885,$321.4657,$326.5436,Utilities Equities,2015-09-23,0.49%,$0.96,2025-03-20,$0.26,1.46%,Quarterly,7.46%,0.04,0.55,34.65%,27.78%,35.05%,29.76%,Virtus Investment Partners,23,68.01%,91.68%,100.00%,40%,20%,1099,$60.83,$68.32,$65.11,$65.65,48.68,N/A,B,N/A,N/A,N/A,B-,N/A,5.64,24.49%,29.42%,"2,365.45",64.89%,2.27%
SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF,Equity,"$232,564,000","37,870",$31.70,false,False,false,false,0.00%,-4.76%,-2.16%,7.40%,7.07%,N/A,$0.0,-$2.567423,-$5.025038,$183.49683,$176.569388,$199.160893,Volatility Hedged Equity,2021-09-30,0.74%,$0.00,N/A,N/A,0.00%,Annually,1.27%,0.05,0.58,5.47%,9.34%,8.16%,7.63%,Allianz Investment Management LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,$31.19,$33.01,$31.65,$31.74,37.77,B+,B-,A-,A-,B+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FCEF,First Trust Income Opportunities ETF,Multi-Asset,"$43,494,500","8,687",$21.74,false,False,false,false,1.37%,-2.04%,2.48%,14.25%,5.43%,16.04%,$0.0,$1.0833,$4.3906,$10.73635,$10.74165,$8.2872,Diversified Portfolio,2016-09-27,3.29%,$1.71,2025-03-11,$0.14,7.84%,Monthly,1.04%,0.04,0.95,41.00%,9.00%,7.91%,8.61%,First Trust,55,34.10%,47.42%,98.13%,40%,20%,1099,$21.31,$22.07,$21.68,$21.77,50.6,C+,C,C+,B-,C+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSFF,Pacer Swan SOS Fund of Funds ETF,Equity,"$447,229,000","77,072",$28.77,false,False,false,false,0.28%,-4.29%,-1.78%,6.71%,8.63%,N/A,$0.0,$1.442603,$25.986638,$144.016803,$293.435018,$390.087638,Large Cap Blend Equities,2020-12-29,0.88%,$0.00,2022-12-23,$0.00,0.00%,Quarterly,0.98%,0.03,0.44,21.08%,12.67%,10.18%,9.10%,Pacer Advisors,13,93.63%,99.99%,99.99%,40%,20%,1099,$28.10,$29.89,$28.60,$28.85,43.31,A,C+,B,C+,B-,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRPT,First Trust SkyBridge Crypto Industry & Digital Economy ETF,Equity,"$78,995,100","96,339",$13.40,false,False,false,false,1.36%,-23.91%,-19.76%,-2.45%,-1.40%,N/A,$0.0,$1.4949,$9.22315,$32.8394,$42.04375,$116.43445,Technology Equities,2021-09-20,0.85%,$0.31,2024-12-13,$0.31,2.31%,Annually,3.12%,23.77,2.45,367.66%,79.00%,63.89%,78.87%,First Trust,22,93.21%,98.63%,99.98%,40%,20%,1099,$12.05,$15.27,$13.13,$13.57,40.38,A-,C,C,C,C+,B-,N/A,2.92,4.98%,1.17%,689.64,0.00%,1.07%
STNC,Hennessy Stance ESG ETF,Equity,"$93,958,200","2,970",$29.81,false,False,false,false,0.81%,-6.91%,-1.75%,-0.09%,4.13%,N/A,-$1.646805,-$1.646805,-$2.955162,-$26.758585,$45.437029,$54.425231,Large Cap Blend Equities,2021-03-16,0.85%,$0.29,2024-12-13,$0.29,0.98%,Annually,1.05%,21.39,0.86,68.04%,17.74%,15.39%,13.13%,Hennessy Advisors,37,35.45%,51.85%,99.97%,40%,20%,1099,$28.77,$32.01,$29.62,$29.90,41.42,C+,C,C+,B-,C,N/A,N/A,6.58,62.48%,54.47%,71.53,0.00%,4.41%
